Abundances (Grouped): Total Proteins,Abundances (Grouped): No Wash,"Abundances (Normalized): F1: Sample, Total Proteins, Total1, 1","Abundances (Normalized): F2: Sample, Total Proteins, Total1, 2","Abundances (Normalized): F7: Sample, No Wash, MF1, 1","Abundances (Normalized): F8: Sample, No Wash, MF1, 2","Abundance: F1: Sample, Total Proteins, Total1, 1","Abundance: F2: Sample, Total Proteins, Total1, 2","Abundance: F7: Sample, No Wash, MF1, 1","Abundance: F8: Sample, No Wash, MF1, 2"
26.7,173.3,730845.435,701305.1691,4427044.117,4875058.469,266146.3828,332574.2617,4170048.375,4875058.469
,200,,,516577.0732,516450.5,,,486589.0938,516450.5
110.6,89.4,14297846.58,12088068.66,13548623.43,8324916.25,5206737.25,5732426.75,12762108,8324916.25
71.7,128.3,15561058.39,14580805.72,26767729.91,27171537.34,5666751.416,6914537.226,25213827.94,27171537.34
189.8,10.2,157012291.4,167375154.7,8184503.72,9293495.469,57177963.25,79372961.95,7709382.5,9293495.469
110.7,89.3,134500962.6,122921429.3,97493034.03,110197647.4,48980185.09,58292032.34,91833435,110197647.4
87.6,112.4,6932063.492,6644495.037,7947483.767,9544792.195,2524396.453,3150964.984,7486121.867,9544792.195
,200,,,381817.3766,566946.0625,,,359652.375,566946.0625
187.8,12.2,1024341.579,1970465.509,95586.91506,89761.75,373026.625,934437.875,90037.96875,89761.75
,,,,,,,,,
19,181,633358.6285,907622.2963,7066392.982,7352649.938,230645.3594,430414.3594,6656179.563,7352649.938
85,115,44279910.29,40754296.61,58861026.35,56055969.81,16125075.69,19326579.5,55444066.25,56055969.81
,200,,,3682664.261,3840313.25,,,3468880.75,3840313.25
113.4,86.6,27547538.54,25843754.63,19108788.64,21714536.65,10031776.06,12255674.13,17999498.29,21714536.65
,,,,,,,,,
94.9,105.1,149612316.8,172996926.7,178953526.9,177039874.7,54483171.18,82038929.27,168565038.9,177039874.7
91,109,31933035.63,29650487.17,34841989.11,38932031,11628808.94,14060910.02,32819365.75,38932031
175.8,24.2,13623047.9,11668917.47,1728980.701,1737759.852,4961000.984,5533656.078,1628611.094,1737759.852
174.6,25.4,6455680.613,6103072.887,914890.6045,,2350915.75,2894210.75,861780,
111,89,3961244.332,,2918620.515,3457962.063,1442536,,2749190.75,3457962.063
176.4,23.6,8859645.568,7762667.307,,1108982.75,3226349.25,3681226.75,,1108982.75
51,149,1264503.186,1587359.116,4064446.205,4222424.609,460484.4375,752760.4375,3828499.75,4222424.609
184.7,15.3,9562749.92,7486724.224,885258.5497,554010.0078,3482393.375,3550368.5,833868.125,554010.0078
200,,8747805.337,6881899.232,,,3185621.25,3263547.25,,
17.7,182.3,83703.01673,61785.10592,655581.2951,832024.1875,30481.48633,29299.84961,617523.9375,832024.1875
,,,,,,,,,
200,,4940456.313,4682668.713,,,1799128.125,2220624,,
160,40,9021230.912,11413188.09,2392943.258,2691455.313,3285192.547,5412383.609,2254029.75,2691455.313
180.9,19.1,36136570.26,36962989.57,2994015.944,4958064.412,13159577.94,17528658.72,2820209.375,4958064.412
182.5,17.5,3835180.534,4157769.386,391794.267,372014.5938,1396628.313,1971705.25,369050.0938,372014.5938
190.6,9.4,4518222.404,4958135.225,233967.1977,235486.5137,1645366.438,2351256.25,220385.0938,235486.5137
187.4,12.6,42576055.66,38099139.35,2314716.68,3174675.031,15504596,18067445.81,2180344.328,3174675.031
185.9,14.1,22714017.89,23111074.46,1368459.767,2216918.875,8271589.875,10959777.38,1289018.875,2216918.875
190.1,9.9,1561467.413,982210.4353,,64274.10938,568627.625,465785.6875,,64274.10938
21.9,178.1,186001.2452,233619.2282,,1698370.5,67734.64844,110787.3516,,1698370.5
84.2,115.8,489370.0894,,658340.0043,688298.8125,178210.1563,,620122.5,688298.8125
89,111,11651188.96,13030150.73,15187134.01,15533646.06,4242924.219,6179182.688,14305500.88,15533646.06
33.6,166.4,2968082.872,2044908.114,13283058.14,11178166.44,1080864,969740.1875,12511959.13,11178166.44
75.4,124.6,2314293.451,3519292.227,4766065.04,4664711.203,842778.5156,1668925.406,4489388.688,4664711.203
4.2,195.8,250674.1507,374222.4615,13901219.94,14641857.88,91286.08496,177464.4824,13094235.81,14641857.88
,200,,,212794.2854,257843.7188,,,200441.2969,257843.7188
84.1,115.9,270261569.7,321513052.7,402919834.1,409878817.8,98419085.29,152468527,379529807.1,409878817.8
,200,,,673386.4716,623667.125,,,634295.5,623667.125
132.4,67.6,9195115.116,9499943.19,6026139.573,3782444.688,3348514.625,4505081,5676314.234,3782444.688
97.3,102.7,2147479.412,2270317.759,2239676.416,2427152.5,782031.125,1076634.375,2109660.25,2427152.5
45.5,154.5,1149141.432,1129843.33,3960510.076,3774124.75,418474.0313,535796.4375,3730597.25,3774124.75
84.3,115.7,5918630.638,5097621.485,7531609.873,7533183.875,2155342.375,2417403.688,7094390,7533183.875
31.2,168.8,109927.9226,121497.8697,609838.5564,640188.0625,40031.60938,57616.94922,574436.625,640188.0625
8.1,191.9,2254254.251,2130589.128,55944580.32,47955695.25,820914.5,1010372,52696923.75,47955695.25
133.6,66.4,351857.8859,325996.1621,159607.0561,177123.4453,128133.3906,154594.5156,150341.6563,177123.4453
34.3,165.7,1092675.114,,5175353.99,5391362.375,397911.125,,4874917.875,5391362.375
32.2,167.8,1148436.099,1649872.722,7048483.874,7325015.031,418217.1758,782405.7578,6639310.102,7325015.031
173.9,26.1,33244624.28,42091664.49,5486558.444,5755048.688,12106440.13,19960788.63,5168056.5,5755048.688
110.2,89.8,236404919.3,244435731.5,190899145.1,201005454.2,86089768.3,115916774.2,179817198.3,201005454.2
78.6,121.4,1865985.277,2689713.467,3541264.838,3384826,679521.5625,1275521,3335689.75,3384826
69.5,130.5,12948851.67,12277793.19,24050080.01,23309106.75,4715484.107,5822398.273,22653941.19,23309106.75
154.1,45.9,44749926.11,39405007.61,12943916.5,12076085.8,16296237.75,18686717.13,12192505.1,12076085.8
129.6,70.4,12795845.95,11253900.87,5992580.47,7105710.375,4659765.188,5336846.125,5644703.281,7105710.375
115.3,84.7,7096342.861,6983663.303,4737924.508,5643329.813,2584220.813,3311806,4462881.75,5643329.813
108.1,91.9,6030258.395,4727553.819,4739049.038,4348372,2195993,2241909.5,4463941,4348372
,200,,,307840.7816,294332.875,,,289970.2188,294332.875
84.9,115.1,1826234.976,1679592.047,2589091.948,2173284,665046,796499.3125,2438791.75,2173284
178.7,21.3,79550703.85,83286852.41,10335713.09,9132617,28969370.36,39496448.44,9735711.328,9132617
110.7,89.3,8856011.886,10533363.43,7855202.342,7727715.5,3225026,4995151.5,7399197.5,7727715.5
76.5,123.5,7372376.991,6745868.863,12171418.47,10637649.07,2684742.047,3199038.672,11464851.6,10637649.07
,200,,,9219949.194,14919384,,,8684719,14919384
77.3,122.7,25609578.46,36702353.73,51594644.57,45882978.75,9326043.986,17405059.5,48599507.5,45882978.75
131.7,68.3,267116535.4,287349137.5,141143714.5,146088214.8,97273782.22,136267250.6,132950136,146088214.8
138.5,61.5,51511835.37,56148762.76,23494111.04,24268644.09,18758670.44,26626972.31,22130246.95,24268644.09
5,195,112973.3642,315322.526,6767715.75,7989961.625,41140.64453,149532.8438,6374840.938,7989961.625
33.4,166.6,2964401.478,3100542.511,15392137.25,14808912.34,1079523.375,1470345.125,14498603.41,14808912.34
13.1,186.9,97386.9197,363055.8015,2537118.11,2822513.25,35464.64844,172169.0078,2389835.063,2822513.25
51.9,148.1,13006796.86,11421971.1,33602717.61,35935328.19,4736585.563,5416548.703,31652035.59,35935328.19
81.6,118.4,2516187.57,1781590.186,3064602.459,3081424,916300.75,844869.0625,2886698.25,3081424
62,138,1026001.832,645817.538,1740307.983,1888772.5,373631.2266,306260.8125,1639280.813,1888772.5
41.3,158.7,423128.5127,637449.8175,1813278.112,2201664.438,154087.4688,302292.6563,1708014.93,2201664.438
62.2,137.8,21849866.9,18539388.8,41526751.26,47985340.25,7956898.629,8791783.967,39116068.66,47985340.25
27.6,172.4,61974.60311,41006.40077,281281.3464,352390.375,22568.81641,19446.13281,264952.5938,352390.375
167.1,32.9,8750680.429,7990890.772,1675069.49,1616298.539,3186668.25,3789455.313,1577829.5,1616298.539
135.8,64.2,3215033.856,2710309.575,1502287.154,1298074.125,1170794.248,1285288.125,1415077.406,1298074.125
45.6,154.4,,786243.2973,2852300.886,2491058.688,,372853.7813,2686721.063,2491058.688
39.3,160.7,6639262.372,4556656.499,22475560.38,22518014.25,2417769.313,2160866.25,21170824.5,22518014.25
,200,,,4174910.457,3947582.219,,,3932551.406,3947582.219
12.5,187.5,,119799.2566,1654796.225,1936532.375,,56811.42969,1558733.125,1936532.375
71.7,128.3,4037147.637,5376208.505,8679349.68,7994070.625,1470177.125,2549515.75,8175502,7994070.625
120.1,79.9,1034438.123,1667619.013,897209.506,851734.5625,376703.4063,790821.4375,845125.3125,851734.5625
114.9,85.1,1942421.826,2050416.084,1525912.214,1429753.875,707356.875,972352.1875,1437331,1429753.875
,200,,,961993.2236,1067418.125,,,906148.25,1067418.125
,200,,,1039081.553,1010717.063,,,978761.5,1010717.063
103.2,96.8,21895946.35,18660399.61,21947439.32,16372626.75,7973679.031,8849169.945,20673361.56,16372626.75
9.9,190.1,434616.4353,3436930.153,22785146.25,24014422.5,158270.9375,1629867.508,21462438.5,24014422.5
,200,,,6678503.95,7141567,,,6290808,7141567
91.4,108.6,15265604.54,15348647.28,21882618.05,15140274,5559158.25,7278664.5,20612303.25,15140274
,200,,,2503749.984,2352712.25,,,2358404,2352712.25
154.8,45.2,439098267.7,458936091,132480057.5,129464510.2,159903052.1,217637539.8,124789415.7,129464510.2
177.7,22.3,10842521.71,13052118.03,1667578.918,1332572.344,3948438.063,6189600.063,1570773.766,1332572.344
122.2,77.8,19706493.47,17824237.36,11649902.3,12219598.5,7176362.75,8452643.5,10973610.13,12219598.5
188.9,11.1,3807485.983,3476747.468,224118.7645,204375.0313,1386543,1648749.75,211108.375,204375.0313
133.1,66.9,9525068.236,9279059.512,4981223.524,4476978.625,3468671.125,4400333.125,4692056.938,4476978.625
70.5,129.5,8760608.693,9098584.001,14771183.93,18198076.88,3190283.75,4314747.688,13913697.25,18198076.88
83.7,116.3,18565972.97,14573464.35,22197231.52,23505191.81,6761028.137,6911055.785,20908653,23505191.81
62.2,137.8,9328340.533,7833653.707,17986045.75,19925500.07,3397030.305,3714890.055,16941932.1,19925500.07
127.6,72.4,14412101.26,12327131.33,7955585.199,7175343,5248344.5,5845795.5,7493753,7175343
137.5,62.5,4357582.681,4453035.175,2071403.448,1939577.125,1586867.5,2111726.75,1951155.75,1939577.125
,200,,,1858583.468,1646088.125,,,1750690.25,1646088.125
,200,,,485541.0141,570771.0625,,,457354.7188,570771.0625
40.8,159.2,7124218.135,2492114.512,15509432.22,17424118,2594371.938,1181815.25,14609089.25,17424118
125.8,74.2,4376480.17,5791394.95,3220462.396,2741306.438,1593749.254,2746406.25,3033510.313,2741306.438
103,97,27160125.3,29894404.93,25151206.21,28619649.31,9890694.75,14176581.16,23691145.56,28619649.31
90.1,109.9,41642588.81,38646904.98,48337927.01,49459205.7,15164662.53,18327208.27,45531846.69,49459205.7
17,183,238437.7451,40391.03828,1118657.942,997434.125,86830.04688,19154.31445,1053718.375,997434.125
149.9,50.1,16372717.09,25685633.89,6354344.306,7402989.75,5962326.945,12180689.81,5985466.25,7402989.75
180.4,19.6,6520450.491,5326634.665,559452.8498,731083.9375,2374502.5,2526006.75,526975.875,731083.9375
198.6,1.4,38515173.07,36170888.39,,254049.1719,14025775.5,17153027,,254049.1719
187.1,12.9,868306020.6,800065208.3,57799370.78,56968292.44,316204351.2,379408434,54444041.19,56968292.44
185.6,14.4,22851700.47,24331973,2456302.667,1363288.563,8321728.688,11538754.19,2313711.063,1363288.563
59.9,140.1,256370891.1,255798425.3,572471192.7,626643979.1,93360623.28,121305212.3,539238486,626643979.1
117.5,82.5,14671856.98,17623356.15,10349297.61,12333724,5342937.75,8357381.234,9748507.25,12333724
142.5,57.5,465027554.3,500590292.9,189040147.5,200438632.4,169345521.7,237390874.1,178066118,200438632.4
109.2,90.8,26935816.82,24208147.25,20197203.31,22318925.71,9809010.047,11480033.3,19024729.05,22318925.71
87,113,22083606.48,29569064.27,30572922.56,36097007.61,8042017.781,14022297.5,28798124.14,36097007.61
149.3,50.7,10587300.88,11076106.2,3838184.41,3520447.5,3855496.25,5252532,3615372.75,3520447.5
96.4,103.6,60849407.18,68408347.4,65751286.06,73056717.72,22159062.43,32440735.69,61934337.31,73056717.72
127.4,72.6,628924108.8,676117813.2,354489107.5,389111642.7,229030474.3,320629866.2,333910547.9,389111642.7
23.5,176.5,1082491.126,1738485.101,10416192.84,10180442,394202.5,824427.6875,9811519.125,10180442
69.8,130.2,126645.6341,156627.283,215776.3182,319822.875,46119.57031,74276.08594,203250.2188,319822.875
60.3,139.7,589134.4902,433314.9905,1231194.327,1114371.875,214540.5938,205487.4531,1159721.875,1114371.875
146.4,53.6,1438231.166,906975.6119,425448.2036,410610.0703,523749.625,430107.6875,400750.375,410610.0703
61.9,138.1,2850456.728,1808919.181,4800235.26,5340590.969,1038028.988,857829.0703,4521575.281,5340590.969
167.4,32.6,38073710.79,28877896.72,5959195.922,7003593.75,13865011.56,13694530.72,5613256.75,7003593.75
195.1,4.9,26552035.58,26147774.76,,661426.9844,9669251.375,12399847.13,,661426.9844
36,164,99701123.78,94036736.72,437202454,445780082.4,36307394.4,44594278.88,411822275.7,445780082.4
98.8,101.2,8555658.202,15037704.69,11380792.16,11859957.03,3115648.5,7131208.719,10720122.18,11859957.03
36.3,163.7,105997663.3,95713773.43,458622153.4,448499771.4,38600356.95,45389566.39,431998533.4,448499771.4
23.4,176.6,13603092.04,12374609.72,97152423.65,98296267.63,4953733.811,5868310.791,91512597.5,98296267.63
25.8,174.2,63455921.76,55249331.38,400725429.2,398134661.1,23108256.87,26200442.27,377462790.3,398134661.1
43.3,156.7,59866042.78,49615213.84,207294589.9,187741185,21800958.15,23528620.41,195260865.9,187741185
27.5,172.5,110471193.1,112077625.8,658480049.1,742487568,40229448.04,53149663.38,620254415,742487568
23.6,176.4,42728791.8,48412096.48,348980564.6,332095407.4,15560216.75,22958075.82,328721783.2,332095407.4
46.5,153.5,57775281.12,56756486.65,191149851.5,187125774.6,21039581.49,26915168.28,180053350.9,187125774.6
39.1,160.9,78722215.29,67286913.23,301739556.7,297115321.2,28667666.03,31908927.06,284223178.1,297115321.2
28.4,171.6,35690582.79,39357701.63,237575309.3,215746841.3,12997166.1,18664283.59,223783749.7,215746841.3
146.9,53.1,13549981.07,19030056.43,5753583.341,5856407.5,4934392.797,9024469.297,5419580.25,5856407.5
41.4,158.6,80967884.18,64659352.16,255273326.1,300834431.4,29485454.06,30662880.09,240454373.3,300834431.4
45.8,154.2,93032937.65,87170012.08,307840515.4,298823304.1,33879092.15,41337927.75,289969968.1,298823304.1
44.2,155.8,82182912.52,79457361.76,276901049.4,293801149.6,29927921.63,37680420.15,260826578.8,293801149.6
50,150,112502108.1,111607605.2,331377824,341736906.3,40969030.79,52926769.32,312140904.8,341736906.3
38.6,161.4,109843846.4,119760653.4,480887410.1,477304447.9,40000992.01,56793123.2,452971262.6,477304447.9
48,152,89942163.84,83519342.32,274868063.7,273594020,32753548.73,39606700.24,258911610.6,273594020
164.5,35.5,14394323.82,11743496.58,2784301.527,2818602.406,5241870.625,5569023.125,2622669.156,2818602.406
196.8,3.2,6350397.898,8445419.428,116836.8204,122188.9531,2312575.75,4005002.75,110054.2891,122188.9531
,,,,,,,,,
28.1,171.9,171624.3402,74339.84573,643897.604,742819.125,62499.12109,35253.58203,606518.5,742819.125
,,,,,,,,,
42.8,157.2,3276345.46,2868644.738,11034713.79,11501147.5,1193121.625,1360374.125,10394134.13,11501147.5
178.3,21.7,7948356.248,6818434.215,894306.8134,,2894492,3233450.75,842391.125,
,200,,,1053756.981,1159221,,,992585,1159221
197.4,2.6,3163962.974,3290658.288,22637.5912,77587.52344,1152196.156,1560502.188,21323.44922,77587.52344
165.8,34.2,6203355.647,7219663.059,1573135.593,1209830.25,2259028.5,3423722.25,1481813,1209830.25
85.2,114.8,404366.0185,782090.903,699803.9139,818914.3125,147254.875,370884.625,659179.375,818914.3125
179.6,20.4,2472313.078,2978254.029,287956.0399,330793.1875,900323.3125,1412353.25,271239.8125,330793.1875
128.5,71.5,8007472.654,11356489.45,5559001.524,5072834.797,2916019.969,5385495.875,5236294.164,5072834.797
169.2,30.8,7494249.879,7739458.762,1464025.549,1313870,2729123.563,3670220.75,1379036.938,1313870
188.6,11.4,7411297.348,9362447.164,604288.6339,417267.7188,2698915.375,4439877.375,569208.8828,417267.7188
168.1,31.9,7957225.232,6072939.05,1264833.138,1373028.889,2897721.75,2879920.625,1191407.908,1373028.889
186.4,13.6,150289535.6,161758579.9,11316557.05,11402937.26,54729788.75,76709459.25,10659616.01,11402937.26
18,182,79068.46151,61131.55588,698640.2358,704021.25,28793.75586,28989.92188,658083.25,704021.25
200,,6819199.121,5332257.033,,,2483295.5,2528673,,
113.9,86.1,50467257.71,47378155.17,37124815.97,36834189.2,18378274.59,22467758.22,34969671.51,36834189.2
200,,1414817.93,1615619.357,,,515223.4063,766162.0625,,
184.4,15.6,24521505.99,23323056.85,1731047.526,2348846.875,8929808.969,11060304.06,1630557.938,2348846.875
35.3,164.7,5632551.945,8338915.942,29382175.39,34751850.69,2051163.289,3954496.466,27676501.41,34751850.69
168.5,31.5,9442111.844,13232577.14,2179571.765,1996374.93,3438461.531,6275177.719,2053044.754,1996374.93
172.2,27.8,3735668.339,5008392.422,633255.8021,769577.5938,1360389.719,2375089.313,596494.4688,769577.5938
172.2,27.8,10704294.55,9693234.892,1588087.982,1699469.289,3898100.938,4596744.156,1495897.383,1699469.289
200,,5021872.269,5520964.054,,,1828776.75,2618162,,
168.9,31.1,3769695.145,4782113.722,846426.0866,723656.5625,1372781,2267783,797289.9375,723656.5625
160.6,39.4,17622458.68,14872794.55,4002035.896,3947842.914,6417435.766,7053004.719,3769712.441,3947842.914
185.4,14.6,12508965.14,10421587.7,875466.2169,928986,4555294,4942145,824644.25,928986
180.7,19.3,6602405.698,7274344.74,742066.4338,,2404347.5,3449653.5,698988.5,
181.3,18.7,20685386.57,16090468.8,1125974.821,3140500.094,7532838.75,7630452.5,1060610.5,3140500.094
181.3,18.7,3405875.947,3917572.491,,375956.9375,1240291.75,1857798.625,,375956.9375
160,40,788510.5439,917729.5441,195686.2177,231266.375,287145.8438,435207.4375,184326.375,231266.375
200,,7389779.129,7386002.913,,,2691079.25,3502604.25,,
171.4,28.6,6593099.752,7167088.514,880900.0984,1490157.688,2400958.625,3398790.25,829762.6875,1490157.688
159.2,40.8,13748306.21,14522757.92,3661816.157,3572002.953,5006615.344,6887009.688,3449242.906,3572002.953
121.3,78.7,3625734.559,8587829.688,3155507.524,4155993.563,1320355.977,4072536.813,2972326.156,4155993.563
130.3,69.7,1862139.98,1238040.703,746462.573,884818.5625,678121.25,587106,703129.4375,884818.5625
190.9,9.1,4695294.36,5129143.781,257829.7304,213289.5625,1709849.375,2432352.25,242862.375,213289.5625
45.4,154.6,3223381.1,3475101.35,11405708.15,11363899.43,1173834,1647969.125,10743591.77,11363899.43
109.6,90.4,4051986.057,2963059.138,2737863.056,2979389.625,1475580.719,1405147.5,2578926.5,2979389.625
100.6,99.4,718748.0014,664138.6688,654756.2767,711395.6875,261740.9531,314949.0938,616746.8125,711395.6875
53.5,146.5,256791.1561,255796.1242,619464.1803,794901.2188,93513.66797,121304.1211,583503.4688,794901.2188
2.9,197.1,26174.2411,29681.80109,1816569.768,1925120.875,9531.672852,14075.75977,1711115.5,1925120.875
164.4,35.6,917912.8255,1011065.401,194376.9306,224318.5781,334269.2813,479469.3438,183093.0938,224318.5781
14.9,185.1,131394.4284,174299.9173,1900948.17,1864560,47848.90234,82656.83594,1790595.625,1864560
185.2,14.8,9141241.134,8771762.704,752273.3618,684666.5117,3328895.75,4159761.875,708602.9023,684666.5117
186.1,13.9,255018607.8,279408884.1,20201175.24,19673961.18,92868172.63,132501808.7,19028470.41,19673961.18
,200,,,729379.0554,667712.9219,,,687037.6406,667712.9219
194.7,5.3,12239710.22,15212701.43,356323.8749,384328.5078,4457241.5,7214196,335638.8047,384328.5078
156.9,43.1,3417578.66,7014465.175,3006209.184,603108.5625,1244553.438,3326412.922,2831694.781,603108.5625
112.5,87.5,16529821.73,18692893.21,12646249.5,14757503.16,6019538.539,8864579.117,11912118.06,14757503.16
20.6,179.4,56048.90518,,479607.1054,494352.3125,20410.90039,,451765.2813,494352.3125
181.8,18.2,7693167.689,5922762.779,775233.8458,591313.25,2801561.938,2808703.75,730230.5,591313.25
48.6,151.4,262642556.8,292596380.1,904544051.1,826473228.9,95644527.74,138755607.9,852034077.6,826473228.9
