"Abundance: F1: Sample, Total Proteins, Total1, 1","Abundance: F2: Sample, Total Proteins, Total1, 2","Abundance: F7: Sample, No Wash, MF1, 1","Abundance: F8: Sample, No Wash, MF1, 2"
2298931.625,3069288.125,4354698.875,4315450.125
20639410.16,25562675.07,44594790.47,44562645.03
43211367.73,59385556.45,137425725,144670616.9
3628274.25,5104071,11916237.81,11589793.38
1658326.484,2335026.5,2765393.75,3431945.406
18639646.87,27774060.49,52651534.87,58058871.84
327384.0313,294120.0625,,955094
,,239391.4219,216420.8906
20027.1582,15152.15039,555859.75,806761.6875
,,220866.0469,253810.8438
,,,3535784.5
253915278.9,327392894.5,351825358.4,375298625.8
4655919.563,5986539.063,6621996.953,6798527.813
10176515.16,13842794.27,7637225.719,8801606.891
340091.4688,570198.5625,,
78794337.8,115615226.6,48732733.75,54349018.96
52874509.68,69343989.14,405340896.8,432488494.1
1580500.594,1935644.406,17829797.88,18041241.88
5324346.629,4695529.49,60747285.53,67831152.69
813079.125,418668.9766,13965173.25,12347923.06
326529.5938,769718.4375,,
4891833.168,5408850.883,62041815.58,67068748.52
7272413.035,9047465.938,75939537.5,83145834.91
2328069.313,2169076.25,64800689.31,68691675
5852712.492,6213105.163,53097372.31,60716342.23
13733778.65,15619146.89,90593764.67,100011611.7
10902960.77,17633996.05,34844499.31,35286884.38
19384998.31,26353095.41,73080694.38,77385515.05
,,98811.5625,69560.66406
13404861.09,18811205.39,30988417.5,44686025.13
,869576.375,589807.0078,881578.75
379364.1875,556890.125,558643.1875,1040540.063
8215465.125,9496742.25,36047483.06,33365215.72
938660.8125,1181212.625,,
241828.25,683897.1875,370210.0313,360739.4688
20292592,16187284.03,3079699.234,4169406.305
488054.375,495817.3438,650272,
444723.1641,774120.4375,34048523.25,36704006.84
451751.4063,688473.25,3179415.5,3466351
164933.7969,412363,223043.8438,548468.9375
7307254,12321190.25,7796746.5,6499212.25
17038358.55,21284820.84,13603267.71,15666800.78
96672.88281,116057.0938,1686246.5,3316586.5
1310186.625,1368605.125,4735965.5,5133938
,,3530452.75,4573292.5
943538.25,977396.0625,11134057,12973351.38
,19531,915179.8125,915999.6875
3938838.555,4300392.57,35075202.53,36054126.47
801933.5625,1234252.625,12307248.75,15619226.75
2076522.451,836085.0078,14747168.66,14243003.13
2306519.594,,12221653.75,11300660
10363895.19,12471485.55,13576124.25,13109412.06
3935228.438,5538441,7949616.5,7546991
,,,
51855396.86,89402844.39,88121001.39,95930444.52
822608.4375,766300.9375,3754941,4645778
5704429.012,7484140.035,29629748.97,37237995.45
82742193.74,96107703.44,88890947.14,92286824.95
7234784.395,9630627.347,48564261.66,63488297.48
307965042.8,429771801.1,3529102163,3657559382
142328110.8,187422250.1,2372696793,2429055610
,,1961811,2390209.75
,,4678166.5,4883187
10065398.03,12147473.5,16744040.38,17903606.78
1372377,2037205.25,1984045.125,2500791.5
2387975.75,2921082.266,7943232.406,9427416.469
7333590.148,13206701.96,12324149.77,14627014.38
19165189.28,28162746.66,60060961.73,60050016.04
5013547.359,7429126.875,8362797.359,8342324.313
3192894.75,3948921.125,4770202.766,4041959.734
16261187,14029711.69,55037256.97,74441487.2
4472607.5,5193560,,
919343.75,1422889.625,46211.35938,50208.59375
720519.125,700878.5,,
946774.1875,2969913.5,,
580422.5,1078015.5,292226.7813,431239.2188
,,5792505.125,6498812.25
1953946.125,3422600.375,7072758.75,6897231.781
,550262.6875,5211334,6131655.5
39235618.61,54526395.74,100796957.9,94690864.67
14916429.87,18866666.37,28925375.57,29436715.89
1933176.531,3567465.75,11974166.31,13385949.13
,,2976556.5,3144051.25
2642566.344,4437396.904,15889926.25,17212310.5
546574.375,441688.125,7375356.75,9291595.125
,451085.0313,2775792.625,3310066.375
904096.25,1255508.625,3789439.25,4992757.5
,,610277.8125,672570.4375
112004.9063,962891.7969,10090713.13,10895560.25
989840.8193,795239.0908,1508191.338,1629123.625
216877.0469,262245.4063,886886.1719,1095230.984
125495729,169719130.2,253188136.1,260790020
,,2713907.75,2985436.75
5628526.25,4309451.375,996374.9668,1048438.434
114659155.9,154744898.7,199521244.6,220649063.6
7518066.938,8773446.125,74032049.81,73610558.25
8472362.932,12448991.26,13935293.63,15898582.69
1831048.156,2730694.125,6436597.25,7880963.875
1194383.047,1521398.453,7356485.789,8804085.672
6245893.375,8256166.25,31585773.38,35549481.06
21148344.79,25416080.26,50096276,66097360.63
5242080.4,6045317.406,40359839.13,45519395.25
681751.4844,1027935.5,1395245.266,1909853.453
29162208.52,42056855.13,221543603.3,231090318
2246599.906,3068124.297,20200560.73,25227173.86
,,320536.6563,503859.5313
,,4650030.844,3930539.156
1309964.824,1195773.782,10836211.75,11264779.75
14757931.7,20170626.7,59902108.5,76324968
1125708.875,1045267.5,14215140,11074653
,,4683906.5,4968965.25
2753744.438,3562518.313,20650537.16,25408453.91
271187.4375,169769.5,7180132.406,8349416.734
16367651.38,19724766.45,20729305.77,19462628.1
568598.459,1163489.082,24188417,25104085.63
151884213.4,185664584.2,1540310024,1737083135
,,4494943.75,5599987
93783251.5,117626839.9,139357228,149717288.4
1931494.875,2782518.563,47677565.5,51399500.56
2572423.734,3261547.219,6539506.938,6590496.469
1095605,1255424.75,3781068.125,4360684.25
,,,312753.3438
129318204.3,169128598.2,297017958.2,305712154.3
120034183.3,137668815.9,332084937,359434669.1
20968536.13,29441635,38296855.82,40086937.94
2681170.25,6063459,4232241.594,4587064.293
,,2511565.844,3438004.594
2430389.27,2375597.164,6019056.391,6528629.141
,,,
2611003.324,3157131,588270.1875,1077059.406
1104596.25,1400180.25,18341.67383,
202055.7656,367603.4063,5184375.688,5023235.375
2110385.688,3160625,5698107.5,5716919.5
297554.9023,642499.3438,7791810.375,9128092.875
1843451.344,2245416.188,328278.2656,136504.3594
1012203.688,2275067.563,5994753.609,15780738.52
23960131.97,32311828.58,36072059.94,39896091.56
3943892.281,6698203.188,6370694.375,7555236.969
689020.7129,984286.957,7019757.875,9652076.625
2359595.063,3684630,2964299,3439572.563
221226515.1,283443754.2,59259761.53,47133684.6
655741.5625,1615052.188,9054913.625,9257175.563
52927079.09,67947776.99,50176756.3,54270915.52
25529677.7,44471757.75,106337178.5,131851902.8
23130950.09,28826673.13,25785144.16,25460556.93
29073233.25,43016846.82,270272719.1,266999120
214528184.4,277883113.3,749461533.9,897761264.6
13702480.6,16505675.28,60781511.64,64459429.66
129779813.8,152512105,387402157.2,394428117.3
49590734.68,74692569.3,215968347.4,235770967.2
145849106.8,162168179.9,928340822.9,927559627.9
,,2384689.859,2758889.234
2018865.484,4089317.406,3962516.547,3764416.094
,212398.2344,682278.3125,734294.375
590822.7939,898037.6016,13559076.09,16075464.34
10375.01367,7342.5,1191632.375,1041370.438
,,462696.4688,495727.9688
1819756.049,2336745.656,29479911.6,32221601.1
2118956,1171251,5397018.156,6150612.266
3131754.5,3845227.25,4568788,4602495.5
697345.5938,1110127.906,10499306.34,11909596.63
,,804694.3125,1123758.625
101573.8438,68823.94531,1130174.813,1308122.953
,,,
142511.3438,227923.375,981385.6875,842078.2813
,88216.82813,276232.5938,259912.7344
4601590.703,7431982.938,13412762.72,16066592.41
1764036.625,3732196.125,2170943.344,2340243.969
41810009.26,49964812.34,103563675.1,112779043.5
25587221.94,30500186,37501040.97,45286888.25
2358011.25,2972247.75,2050745.875,2089472.75
,1527620.375,3749458.25,4093097.5
413278.0625,744057.1875,1038965.813,788559.8125
1662734.25,1733614,1639939,2539040.5
,,2101146.813,2833541.625
3098724.5,4430928.5,7460026,9158718.75
696280.1875,1118188.75,8627778.508,9222404.719
547405.9375,926936.125,3770508.5,5103792.719
1584136.5,2707089.25,480693.9688,670066.875
119136.2031,210269.6406,9180695,11266727
3852624.25,4170910.25,,
66751693.43,84753859.39,76589901.8,91488009.54
12765340.5,17284940,9968470.719,10615623.05
58455.06641,82002.08594,2543120.297,2941685.531
17933650,22110929.83,71177562.5,75296802.66
41808079.67,55254520.58,62873905.23,64363873.91
1404102.188,1615750.594,83372.10938,43081.26953
2312292.375,3111272.625,1714364.391,2135414.266
24351399.55,29875252.29,67067230,76661564.06
20032741.15,27227630.09,63617755.5,69605066.38
125776109.9,174621756.8,275057837,299591474
,,975668.375,819164.375
12259245.88,15816249.5,32641680.25,28428526.52
35742191.63,49242854.64,11740942.93,12070309.11
2038840.969,3885513.5,44932.28516,
1204349.125,1890935.25,739263.7969,583617.125
13482399.36,19657437.53,567972.7891,1134891.375
,,,
23623847.83,23730182.08,186594811.3,190616977.6
442792.375,,9734826.5,10918156.5
3097449.766,2936488.75,33760282.89,41746797.69
25411888.08,16715678.09,116686145.2,116597290.1
5528032.64,7217697.67,74168979.31,85257444.06
13262601.71,17602692.08,55147869.86,62567106.3
1061184.531,1851920.813,1121465.898,1252536.07
28433570.84,52205385.02,17456279.11,21499725.19
,1089360.625,,
,,671607.1875,806675.6875
62956247.88,102956118.9,20204922.64,22197183.04
3805592.844,6013353.071,17824073.13,24290470.06
,,3420266.125,3882641.875
,,7905013.5,9360730
982983.9082,1751575.813,31919739.66,32438975.04
8038797.707,9312009.693,11678457.95,13343561.06
35174103.05,50681534.5,201833852.6,213938108.3
26125780.66,32616141.59,123896213.8,113044263.6
35540859.87,44571894.94,195571553.8,191659775.8
58156876.67,75207693.69,215795100.5,227712221.9
87871452.52,133554492.7,337172907,363239401.2
112178562.2,149943941.8,507263484,473057287.9
22938704.88,31869434.56,6188883.25,5070250.582
22642549.13,33419502.5,550755.4531,690284.0156
11168157.25,12180438.5,4270315.625,5286817
,,886488.5,1117953.75
4219736.125,5204882.375,787642.625,921107.7656
30075454.75,37525035.38,6555858.953,9392069.25
1315587.375,1100092.625,31419.40625,34609.69922
17527621.22,22677367.63,2879747.242,3233647.809
1476579.875,1303333.469,,156219.8594
4586609.625,6277312.75,1694209,1966558.188
,,1686360.25,1765652.5
7892586.625,7160669.313,1928467.781,1481076.766
474250.5,692102,242341.2344,173629.125
2490873.719,2986598.25,4043838,4681350.313
2480587.75,3667236.25,520667.082,468449.4648
1515482.813,2241861.75,1294127,1480532.5
39571.10547,75904.23438,230995.4844,545657.125
42891277.8,53715796.47,137777944.5,167723870.5
41924362,54313532.95,85325888.94,103061979.1
937765.4863,1099202.461,8482949.688,8648122.875
1554040.203,1339771.75,9516735.266,9647387.906
496692.1094,1014198.25,4592471.938,4953087.25
42805919.84,48591339.25,26717093.58,25497102.04
349779.5938,,12596993,12595235.5
26589.69922,37875.98828,414842.9063,492287.0313
1210579.625,2006954.875,1493682.75,1974772.438
89255.29688,,832427.375,1269367.695
,,7806592.5,9957914
331449873.4,432457720.1,686392074.3,682972235.7
1086461.469,1328637.25,,1296228.875
27131881.49,33630385.33,32851522.87,38355617.28
35729468.14,50108702.08,119157151.2,131059693.6
44300213.62,57979928.27,348269488.9,388777636.3
49509702.83,72002208.15,380397260.1,397559824.5
90352011.17,115092434.1,548840198.7,605268204.2
5511798.641,11173998.88,21733986,21527059.75
8996728.875,11075458.5,49325943.56,53051658.03
5484596.375,6720312.391,34521337.93,34148690.75
32905431.05,42289924.44,107163352.8,133148968.9
,,13386419,14815410
33229199.74,47210826.15,122591595.9,144225081.6
,,199733.9688,146060.625
21016.67578,200676.4844,11325170.63,16350681.69
360861213.8,496605461.7,426369988.3,426349114
11531134.69,14382226.89,177939097.8,201856115.3
46392888.09,60652829.56,58570618.23,62359665.52
3223221.211,5122797.552,53503949.53,58959977.75
923018.1406,1147587.297,15115048.13,15444950
,,1265748.875,1402754.75
54605384.91,70222072.69,13755726.61,12576455.59
8074037.363,9798677.146,111673303.1,119192383.7
20377.33008,34802.9082,7298252.625,8469938.375
585267.5625,1160348.25,131633.7031,142804.875
416711.9375,949263.75,127373.1719,1654131.984
581079.1875,460719.9063,7405030.688,8138259.344
41922137.19,59913714.63,9103999.172,10198903.76
6061923.547,9299848.719,,
1144532,,3487184.063,4810188.375
1073374.5,1756401.375,3917692.25,4008900
2527869.188,5720940.074,7321338.672,8606018.859
23556879.36,34166481.56,29287794.68,25008655.09
14711277.91,19560516.67,86627639.9,101406703
403721.7188,522244.9219,2043637.047,2311648.406
14483352.04,19172019.93,11345036.53,14472317.56
12131678.45,13227420.47,99340318.22,113419997.3
59186971.39,72338899.8,10107634.58,6743376.461
21943699.55,25010147.86,13785670.75,14802197.08
15793249.36,23215427.28,162273.416,9881.114258
6977337,9886531.75,1477229.625,
7451420.375,9294811.438,,
10783972.16,10857340.19,1611848.395,1766279.375
4915953.375,2496957.438,,
3943579.031,5285672.352,3328283.07,2749027.93
3073218.313,3861464.75,8757821.5,8059785.25
136179401.7,205197369.8,13810919.22,18334592.88
9792495.75,13871770.75,,
145662.875,777779.7188,3680045.578,4614449.344
2320732.02,2955457.813,13887553.88,14990566
513305.6406,798930.9375,30866844.89,43315105.47
,,9166357.875,9626687.5
,13636.9209,2706261.75,3658754.125
5425206.5,2755421,6918781.75,2433080.25
22341837.27,22054487.48,39877732.88,42650647.63
1401336.911,1066592.912,4481186.375,5749755.563
79235.82031,134923.9844,664808.125,474662.8438
23165581.68,30021659.25,35898640.98,35594662.3
1561976.7,1160357.159,7438636.313,7706900.219
5900297.521,8080099.135,48181610.31,50085104.72
19689846.72,22191658.88,25982298.75,30247844.51
,20308.21875,,2287922.25
,419457.625,968805.5625,1143386.125
80454.66406,112700.7813,136536.1406,190313.4844
,351847.375,8339973.07,8387565.484
393255.2188,447063.6563,846074.5,977874.75
1710364.113,2581315.758,5302455.656,6350001.094
24265956,46166140,19353668,19526970
60733006.02,67213952.94,103199658.4,117847353
3071274.75,3262186.25,3526398.25,4240642.5
26696650.75,36230842.52,54875827.45,61711507.04
1567203.281,2492697.539,16945597.69,18711488.47
1371781.906,1384979.875,7092751.875,6693997.625
137503.6094,277759.8125,783080.6875,1039029.938
8097882.75,9369261.938,6997183.125,7065089.107
502676.1875,499546.1563,3925739.5,4271007.75
,,118820.5469,137033.8125
2378832.938,3272677.938,8007784.688,8143909.125
242703910.6,299628522.4,1980770210,2053710171
244224569.1,296023067.7,1987411715,1974786731
198190501.2,265494066.1,2226767920,2332146907
229040632.2,331005797.5,1496348961,1453191030
209947493.7,305173430.8,1687174440,1686980965
304047765.9,390208879.8,2561388681,2850349668
292555578.3,381376983.7,2721486280,2915264272
170968333.2,228860646.4,1341224637,1414496284
,,167266.8125,408148.3125
621345.25,880568.25,2549038.844,2870044.688
334069.3438,583282.0547,1061534.203,1230651.172
190046.75,178461.5938,1557357.75,1822555.25
29663.78711,68418.13281,763611.4375,673782.0625
860266.375,,,818173.125
,22209.71094,1857951.25,2244928.25
1690757.063,2568118.625,2991963.25,4341908.5
210895.1563,214218.3125,3838136.188,4478939.75
1033613.465,1744107.672,8178802.414,10026635.87
5442275,5801048.5,660732.375,881983.25
2483343.031,3744172.252,51687148.19,56446106.41
299229.2188,327105.0859,3166353.938,3650018.938
,,,
,,1771154.125,1810732.156
370263.2813,499045.0938,736088.75,708822.625
1695836.086,1705238.633,30978971.22,32420991.72
2647999,2769457.188,1846680.875,2214359
508326.7344,893218.25,733465.1875,347485.9063
1200642.594,1491897.5,7953251.25,9018479
5385665.219,6135277.813,1874831.375,2208976.938
14146214.66,14758579.78,2023363.742,2573577.688
28844958.46,30540030.97,68657010.76,76630055.02
62906029.47,73760703.36,37779917.87,39830084.18
13484791.45,16991311,12705368.82,12303109.61
155460994.8,191314881.4,32901269.23,32897255.06
,,584767.375,650359.25
10748632.38,12028021.13,1355280.313,1764348
4142954,5059460.016,37150586.09,38743510.44
4034176.498,6132732.5,62768613.09,74649645.69
3407157.75,4190407.25,6020284,6177239
88683458.12,111669236.5,314401634,355551896.9
1745879.125,1445996.188,10093845.59,13138937.44
6416741.15,14760080.43,57785272.12,64398709.36
124864.4844,258668.375,6329090,7801906
217726.2031,252153.7344,1173330.594,1047458.656
58065816.24,71244017.09,135028777.9,140008693.5
7342123.688,10592723.38,1896568.367,1688310.969
2623235.25,3175173.5,,
11121988.94,13919109.81,3656897.953,3479411.281
2925321.141,3920413.75,15703841.5,17090598.25
1344845.25,2462366.75,45349.76172,35625.97656
44979394.68,56257960.93,189796074.8,195241736.6
2484905.281,3837422,152318.3906,196379.1172
698132.3906,816681.125,11031927.25,10072690.13
2022183.375,3015083.5,7086283.5,5235030
2046557.484,2491701.385,3145885.563,3796465.25
2522907,3391320,,
,82481.39844,268358.125,286683.4688
578660.3125,679625.9375,,
,,920626,1052865.75
7257725.406,9006262.313,8499577.938,8319819.172
101320.3203,153855.4531,352019.7188,469881.5938
,10823.9541,3922562.75,4476921.125
174059.8438,185751.0313,2121556.875,2232004.438
206660.3125,392189.5625,820219.25,889759.875
198474.8125,277447.4063,541687.0625,545068
,,,
4357270.469,6011441.355,15409050,19827649
49045171.55,64098552.25,28378354.07,30158089.51
15527595.19,21450924.53,39672360.75,41597640.46
1127704.875,1660699,1986905.5,1547492.75
10874983.25,12999780.15,8051302.531,9263292.938
,,,
4763114.125,5285947.688,95884.39844,796356.3438
10441354.8,12741469.06,12330994.63,12901917.25
20888558.38,24255715.91,41832688.88,45093143
555575.1523,825222.0313,3739182.375,3395591.391
,,17703456,19540212
14558856.03,19217205.63,2185088.25,2204279.906
158108.0625,250780.8281,1435399.719,2624726.5
520982.7813,1073429.125,2744991.5,3054445.5
,22236.45898,2837058.75,3479429
43744.23047,20981.77539,1238986.125,1116565
85053.50781,174237.1563,532793.1875,532951.0625
,,7418800.656,7876466.031
69726213.01,97251640.67,168372177.8,195347597.4
3759597.457,4914925.273,55029954.81,56063994.34
,817143.8125,5038176.625,6410863.438
809992.875,663125.3125,3689200.25,3514431.75
2810757.779,4355438.258,4603181.625,5073100.625
7691823.063,6692112.313,21110317.85,26540219.3
13857465.76,18375063.47,39298414.97,42068946.88
1678263.875,1511131.875,200987.7656,
8904151.438,9684706.516,85245602.34,90527703.16
19184677.44,22372263.69,52658754.67,57730694.58
25961332.52,40502692.19,51830821.89,51265446.02
85149927.41,99325476.94,37514751.29,40148775.92
158230633.9,200824393.4,1177488077,1303257817
232842971.2,292899222.4,220221062.7,249168594.3
,,,
274656.5859,231297.2656,8950536.5,9411792.563
9308077.266,12450536.74,92788499.31,103229214.6
938055.2031,1529668.313,31107839.13,27836488.81
4114795.156,3390868.715,38757447.78,45106917.25
2556206.5,3107036.5,,265186.4688
1633516.94,2054041.703,12687641,13114750
6734466,9603257.75,5581714.727,5855947.047
22886713.44,26413861.8,8248904.254,9612632.945
22275770.2,25755081.88,24705649.94,30488110.94
1336086.75,1709830.625,3032653.25,3286653.75
24728925.66,32820363.25,51513883.06,47794144.25
448891.2813,631356.4375,,
,,5481090.281,7252611.875
21700965.71,29121869.32,71183404.03,70086490.73
25666888.52,29825897.84,63124202.77,70775900.96
1074924.875,1919017.625,4297843,3660236.5
13579843.77,18193699.09,2778511.875,3369475.25
40060674.66,50951194.92,12568889.15,12308435.16
1096153,1234161.625,,
484918147.4,670538006.6,162639353.1,192002555
293617.3877,411401.2949,15784502.43,17086729.54
,,125288.2656,139594.4844
9226706.5,12539809.5,8597438.813,9356222.5
11796841.88,20376854.8,209549594.1,215619693.8
1173917.375,1235915.813,27831241.05,31328209.22
4956003.512,5618245.156,48284582.78,52573638.56
21867217.11,24005652.19,162777764.9,193168959.7
2565584.248,3022085.48,8658711.688,10373061.28
,,,
925929.2813,2857752.25,21815530.47,24448790.91
,,709795.625,765010.5
12768223.5,14139635.44,3291954.125,3323711.484
3480677.141,3942536.781,7006706.813,6811740.281
171028.9063,251549.0938,2683538.25,3104409.938
25863.54883,25231.52734,574898.4375,797706.3125
42583690.68,55925707.48,148399820,153252050.4
46058861.96,64574534.61,9719227.5,7805267.156
2464911113,3175006568,2513994284,2738577327
4596188,5630191,2599556.25,2703028.063
46638217.25,40117690.87,30656398.33,36425076.92
,,5353688.5,7585517
196758.0938,360748,788817.25,741432.875
1256410651,1643055712,1516397926,1612165777
38449.74219,,4141616.188,5037260.125
216411427.4,257360633.6,215116205.8,251884316.9
263698174.7,330074720.1,233173474.5,243569518.8
3024306.703,4412315.563,6587225.719,6596764.5
133939488.8,147795124.3,101985620,113090423.3
1577272.438,1993655.469,655160.2031,423169.4688
1200262783,1680913677,1498357428,1590905043
3570063.938,4149791.125,1356293.875,1683957.75
,,,
,,228443.6875,293393.0625
7202946.789,7911241.688,81124950.38,83605840.41
8146155.5,5872567,2103372.113,2494679.996
13228708.75,20217004.5,1914529.75,2080313.375
,,1818556.75,1923139
7357743.75,9278340.313,1735466.004,2326938.398
18156968.5,19990904.5,3806460.781,5526772.563
96893.14844,136020.7188,2955702.563,3144438.906
,138477.6719,488081.2813,432521.3438
10769648.41,14050741.13,20234997.08,19240165.48
963024.7188,1251889.828,4994795.828,5612708.875
,,,
2702947.875,5314957,1194122.094,408106.1563
4013126.094,4724044.75,677979.1211,656694.5
,10258.8916,3715628.5,4908265
3321154.375,7616261.172,2238235.25,3250043.063
1313790.875,1909966.625,583470.625,673706.875
114746422.8,153366437.8,191222337.5,220072205.3
6624845,8078729.75,390031.9375,225556.2969
39207648.62,55918184.06,266697683.3,302206654.9
5531317,6152952.25,24989762.31,25540097.19
,81726.54688,528452.375,568633.0625
27205660.75,33257725.6,202985868.3,226362185.1
1675283.18,2563407.855,13120375,14196515.66
24650404.52,30846556.79,127859414.5,118933109.8
5369436.125,7123636.75,2967565.031,3814333.844
4006581.109,4647465.547,7344281.688,8218867.875
1553047,3982440,2053189.094,1972411.828
7736684.459,10167088.88,3849261.617,4902206.242
6745169.781,10096568.38,9097673.75,9743846.875
5692887.801,7350907.078,11924818.25,14227291.91
3917697.537,10711710.31,79009113.47,78241215.03
6108043.776,8951372.915,76083399.11,84501054.23
2078528.078,6838026.25,73185382.27,82187443.94
102208125.6,133884066.4,594566536.1,631105384.4
36938319.23,50512531.56,140995991.5,159679425.5
5679951.516,7533817.656,13915845.94,17301156.2
10970794.66,13131777.56,27662466.2,37464607.13
24743209.42,29603952.38,79026914.53,78168875.78
5098917.648,8016251.875,12200698.02,13138710.89
3689634.438,4643600.25,18511553,16123657.25
13579213.88,17788949.31,53444806.89,52142444.45
4991136.836,3993475.602,18404941.06,18729615.54
,,322540.5,455124.375
696766.9375,1097996.75,,
1747248.125,1803332.625,,2535530
,,438069.7813,818489.1875
939444.375,1149548.5,416829.3125,615931.4375
10962719,13926592,55062.30469,73859.33594
10367135.23,13304267.13,79516116.78,86418474.88
,,659652.375,674269
204031.4844,474452.9375,443244.5,345952.75
,,1956991.625,2434547.516
1338660.172,2138557.047,2053708.813,1792497
526727.0469,741390.8867,9474870.344,10623307.94
116062.5234,169319.9531,620174.125,768986.5625
4065831.945,6447211.844,2034612.5,2055423
14979986.86,18369719.01,51197121.5,55370185.12
,58442.17969,365448.7813,381328.3438
54220043.13,74524248,6720849.938,7618092.563
3885056,5390219,,
19604787.43,25753379.76,184939988.3,187754298.9
,,248848.625,658868.125
,,370009.5313,427070.3438
23313920.41,30183048.88,7326439.828,7741845.797
288109859.9,350638434.1,415343372.1,406314037.6
1378039.648,1160007.313,421877.1016,406603.918
6475250.801,9481278.813,9101955.281,8750536.344
19221306.56,22752654.63,7579510.039,7969497.664
8335857.063,10969671,1990388.945,2339362.688
17962583.13,27064374.5,9341343.75,8990766.094
1588983.875,3325750,1365880,1350012.625
1784907,2256057.5,421377.875,490920.8438
1186803.375,1818273.125,,
1689019.375,2291952,1108084.5,1040675.375
564951.4375,1452982.5,1141193.5,1172268.5
345086335.9,436138627.6,367369340.1,410380058.7
6375120.625,6474776.875,6826137,7424278
77290.71875,135384.9688,13047409.5,14846295.5
665317.6875,606886.125,,803011.4375
886668.875,,3105329.063,3823245.063
358451.627,359842.0664,3964886.641,7491848.781
5420047.563,6923586.75,2198410,2516413.75
260060.2773,232501.1094,1227869.016,1663509.438
207426.8906,294229.9375,470592.1875,426542.2188
84734.74219,189571.5313,590618.5,521855.1875
4344855.813,5462519.875,7454380.102,9504202.367
2258626,2784532,135398.9531,184335.0469
54227389.51,70456963.7,112803012.1,117557209.9
732683.875,1402106.75,1897173.063,1992310.031
,,253315.0156,311937.1875
5120047.25,6164029.25,343212.0781,446587.3438
678844.1875,1053300.625,530023.75,654134.8125
,67411.44531,729304.5,866063.5
63658.13281,,1674222.219,1938786.234
4751310.046,7185175.215,60433977.48,67143907.97
4930752.797,6092721.281,2347315.34,2405696.668
,,1748721.125,1637744.125
1352906.875,2207404,2976736.188,2767292.188
5697995.273,7306117.641,26863853.92,28120860.66
63125.16016,44331.4541,884658.0156,1071755.641
28138488.28,38623780.87,47655291.25,46949391.06
,302303.5,1634637.75,1332640.375
,,573137.25,319588.2188
1937389.438,835794.25,5735480.938,5700285.375
779044.5,1168172.75,2942199.75,8516063.75
6706883.172,10619870.88,17500376.94,21350781.88
31312.0625,37691.80859,2136339.25,2602156.75
6765375.648,7761442.938,3026056.82,1761895.781
2314202.375,3224098.5,2181672.375,2732382.25
66999795.75,82854388.4,407095596.7,406412604.3
2437379.219,4736560.5,7178189.625,8247471.25
1001540.406,1684119.75,6920349.625,8159280
,,996025.0625,1113719.313
2825446.75,4552235.438,130452.5859,616426.0313
295574.8125,284562.2188,2992442.75,3966662.5
175574.8184,247183.5195,2269376.813,2249521.188
2077226.313,2543114.313,6147821.188,7096672.375
,,524276.4688,665715.75
206425.8438,430885.3438,1165066.406,1316408.281
,,,
,91359.89063,516159.5938,648763.5625
,,686105.8125,958329
,,,
1930106.678,2336298.883,28228896.63,28952244.5
7029239.375,7353204.625,6691636.875,6800128.188
99019.10156,245171.5938,884870.9375,936020.0938
4037509.344,4794019.063,27869088,27387664
410418.2813,1047959.625,388130.5352,317559.6875
2049027.563,2257363.734,37201538.75,41219350.17
72878.98438,117827.6172,414222.125,339314.5313
,,,
,,2479118.703,2663721.719
1819076.875,2640326.5,3050600.5,3592464.5
161857.9434,261525.6406,3501700.875,3948175.375
9118018.344,13974117.13,22810617.13,22961176.13
185439.2656,476914.375,2948414.438,2432772.625
,,1266279.5,1491341.875
39431956.21,47777867.34,64778293.38,66341453.31
603392.9883,484739.5469,15506365.94,15633825.52
30912.42383,63229.38379,651218.1719,818951.5625
276297.125,489768.8438,1454202.5,1148670.75
685170.0625,1840185.875,288563.8438,
2226160,2739805.75,4194781.547,3701293.375
1609595.625,2228000.5,1606205.75,1867809.625
32471211.52,40317694.82,315430525,330538955.1
1834345.594,2340295,813588.75,1118911.875
8799316.688,11822879.25,22332296.88,25971016.25
25338002.27,30760468.79,175918348.2,184298565.2
404370216.1,551775166.4,253420771.9,298446490.9
27124266.02,30386821.59,88061063.94,108811785.4
639131.0625,705738.3125,,372625.2813
90248785.84,126557300.9,39269903.01,38308481.26
95939591.67,127704460.5,47020385.13,42220146.56
8266877.313,10682352.44,8290591.5,13999761.02
,7660.65332,3213221.469,4078111.563
19074765.87,21036140.82,67112347.38,73336877.84
12236865.49,15721634.12,62657955.55,76402292
,,2170947.5,2526666
3426129.25,3732596,8283643,7482078.25
,,1700493.875,1995375.188
1485127.234,1355789.875,11928988,11819684
,,6903668.969,6683801.938
3215191,4174266.125,36526910,36608166.38
,,191046.1094,243368.2656
,,,
,,,
,,11004129.56,12221388.63
,24681.70313,1751564.125,3550979.25
,,,
2212729.752,2803862.818,48118722.75,51500705.25
3887969.357,5291857.109,49891282.47,54125202.63
429308.0742,601306.2852,8033923.898,8207636.477
,58156.27344,539463.5625,717736.625
9524680.969,10243130.77,36571321.03,38596231
11841276.14,15068726.31,16006594.42,19063244.05
,28382.54102,1731162.125,7557395.5
5300169.406,6822755.5,25118610.91,27165367.56
1263563.141,2064252.5,5690076.078,6946380.004
87504.53125,113581.8828,490388.6563,467319.9063
8297418.844,8848450.375,20138553.88,22000145.25
,,282377.0625,328751.4063
566454.125,863494.5625,379107.0313,505289.0313
